code,name,group,city,state,region,stateCode
AR01715,M/s LIFESTYLE TECHNOLOGY,Distributo,Bhubaneswar,Odisha,Eastern,OD
AR02494,ARHAM ENTERPRISES,Corporate,Delhi,Delhi,Northern,DL
AR02507,JVC Events,Corporate,Delhi,Delhi,Northern,DL
AR02510,Akribiz Business Solutions Pvt. Ltd.,Corporate,Noida,Uttar Pradesh,Northern,UP
AR02520,ISH ADVERTISERS,Corporate,Delhi,Delhi,Northern,DL
AR02522,A SQUARE ENTERPRISES,Distributo,Cuttack,Odisha,Eastern,OD
AR02531,Gita Enterprise,Distributo,Kolkata,West Bengal,Eastern,WB
AR02540,Frugal Logistics Pvt Ltd.,Other,Gurgaon,Haryana,Northern,HR
AR02543,S B INFOSOLUTIONS,Corporate,Delhi,Delhi,Northern,DL
AR02547,Creation Magnifique,Corporate,Mumbai,Maharashtra,Western,MH
AR02551,Dhruv Enterprise,Corporate,Mumbai,Maharashtra,Western,MH
AR02549,SPARSH ENTERPRISES,Distributo,Mumbai,Maharashtra,Western,MH
AR02554,ARJ COMMUNICATIONS,Distributo,Hissar,Haryana,Northern,HR
AR02558,GIFT INC,Corporate,Bangalore,Karnataka,Southern,KA
AR02557,S S Agency,Distributo,MUMBAI,Maharashtra,Western,MH
AR02567,Amrita Vishwa Vidyapeetham,Corporate,Coimbatore,Tamil Nadu,Southern,TN
AR02564,MEDALIST ENTERPRISES,Distributo,Ranchi,Jharkhand,Eastern,JH
AR02576,Vibgyor International,Corporate,Mumbai,Maharashtra,Western,MH
AR02577,Mshah Enterprises,Corporate,Hyderabad,Telangana,Southern,TS
AR02581,Online Industry Shop,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR02524,Khandal Enterprises,Distributo,Jaipur,Rajasthan,Northern,RJ
AR02477,Khullar Infocom,Distributo,Ludhiana,Punjab,Northern,PB
AR00230,Ms Electro Needs,Distributo,Bhubaneswar,Odisha,Eastern,OD
AR02420,VPLAK INDIA PRIVATE LIMITED,Online B2C,Gurgaon,Haryana,Northern,HR
AR02592,Ahuja Automobile,Corporate,Raipur,Chhattisgarh,Central,CG
AR02585,Gayatri Communications,Distributo,Junagadh,Gujarat,Western,GJ
AR02593,NAV CHETANYA FOUDATION,Other,Delhi,Delhi,Northern,DL
AR02597,Likhiram Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR02601,Sai Dhriti Creations,Corporate,Hyderabad,Telangana,Southern,TS
AR02405,Nemesys Infotech Pvt Ltd,Distributo,KOLKATA,West Bengal,Eastern,WB
AR02600,MS Enterprise,Distributo,Solan,Himachal Pradesh,Northern,HP
AR02603,Reeky Electronics,Distributo,Guwahati,Assam,Northeastern,AS
AR02606,Jaans Enterprises,Corporate,Bangalore,Karnataka,Southern,KA
AR02607,Sound And Shadow,Distributo,Kolkata,West Bengal,Eastern,WB
AR02608,Elevatoz Loyalty Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR02615,HI-D'Sign Gifts,Corporate,Ahmedabad,Gujarat,Western,GJ
AR02618,Shri Ganpati Marketing,Distributo,Durg,Chhattisgarh,Central,CG
AR02613,Moni Communication,Distributo,Patna,Bihar,Eastern,BR
AR02620,Puneet Communication Prop.SH Puneet Sood,Distributo,Shimla,Himachal Pradesh,Northern,HP
AR02623,Sky World,Distributo,Arni,Tamil Nadu,Southern,TN
AR02624,M/S Patna Computer House,Distributo,Patna,Bihar,Eastern,BR
AR02629,EGCPL CONSULTANTS PRIVATE LIMITED,Corporate,Delhi,Delhi,Northern,DL
AR02220,Aves Shopping Network Pvt. Ltd,Online B2C,Gurgaon,Haryana,Northern,HR
AR02627,Darshana & Sons,Distributo,Alwar,Rajasthan,Northern,RJ
AR02632,KEI Industries Limited,Corporate,Delhi,Delhi,Northern,DL
AR02640,Aequs Force Consumer Products Pvt Ltd,Corporate,Belgaum,Karnataka,Southern,KA
AR02639,Loknath Technology,Distributo,Balurghat,West Bengal,Eastern,WB
AR02643,GeM - Goverment eMarketplace,Other,Delhi,Delhi,Northern,DL
AR02650,Golden Wings Freight Solution,Other,Delhi,Delhi,Northern,DL
AR02636,Sai Computers,Distributo,Visakhapatnam,Andhra Pradesh,Southern,AP
AR00241,M/s Gifting Ideas Pvt Ltd,Corporate,Mumbai,Maharashtra,Western,MH
AR02661,Srayans Marketing,Distributo,Trichy,Tamil Nadu,Southern,TN
AR02662,Advance Automation Engineers,Distributo,Patna,Bihar,Eastern,BR
AR02655,Sudip Enterprise,Distributo,Midnapore,West Bengal,Eastern,WB
AR02666,Capstras,Distributo,Kolkata,West Bengal,Eastern,WB
AR02663,Ofix Enterprise,Corporate,Delhi,Delhi,Northern,DL
AR02667,Poorvika Mobiles Private Limited,Distributo,Chennai,Tamil Nadu,Southern,TN
AR02668,New High Tech Mobile Zone,Distributo,Bulandshahr,Uttar Pradesh,Northern,UP
AR02672,M/S Global World,Distributo,Azamgarh,Uttar Pradesh,Northern,UP
AR02676,Jayam Agencies,Distributo,Pondicherry,Puducherry,Southern,PY
AR02684,Shree Electronics,Distributo,Jamshedpur,Jharkhand,Eastern,JH
AR02671,Shree Balaji Sales Corporation,Distributo,Guwahati,Assam,Northeastern,AS
AR02679,Mobile Crazer,Distributo,Muzaffarpur,Bihar,Eastern,BR
AR02690,Prime Creative World,Corporate,Mumbai,Maharashtra,Western,MH
AR02691,Swagitup,Corporate,Aurangabad,Maharashtra,Western,MH
AR02694,Sahoo Mobile,Distributo,Jhargram,West Bengal,Eastern,WB
AR02693,Regalo International,Corporate,Delhi,Delhi,Northern,DL
AR02700,M/S  Jagran Prakashan Ltd.,Corporate,Kanpur,Uttar Pradesh,Northern,UP
AR02706,Ideas Villa,Corporate,Delhi,Delhi,Northern,DL
AR02718,TREND CORPORATE,Corporate,DELHI,Delhi,Northern,DL
AR00476,Sample,Other,Delhi,Delhi,Northern,DL
AR02725,Direct Customer (Website),Website,Delhi,Delhi,Northern,DL
AR02732,Relisys Medical Devices Ltd,Corporate,Hyderabad,Telangana,Southern,TS
AR02721,M & D Enterprise,Distributo,Siliguri,West Bengal,Eastern,WB
AR02729,Radhika Collection,Distributo,Lucknow,Uttar Pradesh,Northern,UP
AR02728,Luxmi Traders,Distributo,Sirsa,Haryana,Northern,HR
AR02734,Dekvar Universal LLP,Corporate,Mumbai,Maharashtra,Western,MH
AR02054,Les Concierges Services Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR02723,Cybage Software Private Limited (Gratifi Division),Corporate,Pune,Maharashtra,Western,MH
AR01618,Hiltake Electronics Pvt. Ltd.,Distributo,Kolkata,West Bengal,Eastern,WB
AR01960,Gifting Ladders,Corporate,Delhi,Delhi,Northern,DL
AR02736,Leon International Logistics LLP,Other,Delhi,Delhi,Northern,DL
AR02704,Metro Associates,Distributo,Shimla,Himachal Pradesh,Northern,HP
AR02692,M/S Sunny Enterprises,Distributo,Darjeeling,West Bengal,Eastern,WB
AR02021,Jay Jalaram Technolgies Pvt Ltd,Distributo,Ahmedabad,Gujarat,Western,GJ
AR02037,Trinity Solutions,Corporate,Chennai,Tamil Nadu,Southern,TN
AR02069,Bhavna Software India Private Limited,Corporate,Noida,Uttar Pradesh,Northern,UP
AR02733,18 Steps Ventures,Distributo,Pondicherry,Puducherry,Southern,PY
AR01528,D2Dkart Private Limited,Distributo,Jhansi,Uttar Pradesh,Northern,UP
AR02075,Innovative Marketing Concepts,Corporate,Bangalore,Karnataka,Southern,KA
AR02186,Darpan Corporate Services Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR02337,MS Enterprises,Distributo,Thanjavur,Tamil Nadu,Southern,TN
AR02345,NS Event Management Pvt Ltd,Corporate,Gurgaon,Haryana,Northern,HR
AR02535,Zion Mobile Store,Distributo,Gangtok,Sikkim,Northeastern,SK
AR02545,Sri Star Solution,Other,Delhi,Delhi,Northern,DL
AR02536,Excel Gifts & Novelties,Corporate,Delhi,Delhi,Northern,DL
AR02555,Cadila Pharmaceuticals Limited,Corporate,Ahmedabad,Gujarat,Western,GJ
AR02556,Kinsip Marketing Hub,Distributo,Ghaziabad,Uttar Pradesh,Northern,UP
AR02584,Graphic Ads Private Limited,Corporate,Noida,Uttar Pradesh,Northern,UP
AR02709,Nutty Creations,Corporate,MUMBAI,Maharashtra,Western,MH
AR02630,Vinayaka Distributors,Corporate,Siliguri,West Bengal,Eastern,WB
AR00751,Craft Enterprises,Corporate,Mumbai,Maharashtra,Western,MH
AR02710,LR Marketing & Consulting Group,Corporate,Ballabgarh,Haryana,Northern,HR
AR02711,Advance Solution,Distributo,Dinajpur,West Bengal,Eastern,WB
AR02571,Digital Age Retail Private Limited,Online B2B,Pune,Maharashtra,Western,MH
AR02712,Rishiraj Media,Corporate,Delhi,Delhi,Northern,DL
AR01720,Excel Solutions,Corporate,Delhi,Delhi,Northern,DL
AR02713,Pauls Communications,Distributo,Dinajpur,West Bengal,Eastern,WB
AR01916,The Mobile Clinics,Distributo,Hoshiarpur,Punjab,Northern,PB
AR02730,Creative Advertising and Marketing,Corporate,Mumbai,Maharashtra,Western,MH
AR02737,Vedant Services Private Limited,Corporate,Kolkata,West Bengal,Eastern,WB
AR01217,Omang Enterprises,Corporate,Aurangabad,Maharashtra,Western,MH
AR01456,Rule Digitally,Corporate,Thane,Maharashtra,Western,MH
AR01419,Kapoor Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR02422,Industrykart E- Commerce Private Limited,Corporate,Noida,Uttar Pradesh,Northern,UP
AR02481,Printo Documents Services Pvt. Ltd.,Corporate,Gurgaon,Haryana,Northern,HR
AR02334,Creative Clap Consultants Private Limited,Corporate,Jaipur,Rajasthan,Northern,RJ
AR02740,Flint Merchandising LLP,Corporate,Delhi,Delhi,Northern,DL
AR01248,Sham Sunder Romesh Kumar,Distributo,Barnala,Punjab,Northern,PB
AR02735,Universe Infotech,Distributo,Pune,Maharashtra,Western,MH
AR02738,Sunlite Systems Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR02742,Maa Gayatri Traders,Distributo,Azamgarh,Uttar Pradesh,Northern,UP
AR02745,Raman Communication,Distributo,Kangra,Himachal Pradesh,Northern,HP
AR00984,Studio Merchandise Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR02566,Aman Computers,Distributo,Fazilka,Punjab,Northern,PB
AR02743,Ankit Mobiles,Distributo,Narnaul,Haryana,Northern,HR
AR02478,Mahasar Enterprises,Distributo,Nagpur,Maharashtra,Western,MH
AR01443,Balaji Traders,Distributo,Bhatinda,Punjab,Northern,PB
AR02749,CareerLabs,Corporate,Bangalore,Karnataka,Southern,KA
AR01596,Promo Inc.,Corporate,Ahmedabad,Gujarat,Western,GJ
AR02753,Image The Design Studio,Corporate,Jaipur,Rajasthan,Northern,RJ
AR02741,S.K.Traders,Distributo,Hanumangarh,Rajasthan,Northern,RJ
AR02746,Haryana Music & Electronics,Distributo,Gurgaon,Haryana,Northern,HR
AR02754,Luminary Lifestyle Private Limited,Online B2B,Thane,Maharashtra,Western,MH
AR02752,Qoo10 (Clues Networks Pvt.Ltd),Online B2C,Gurgaon,Haryana,Northern,HR
AR02739,Phone Factory,Distributo,Kanpur,Uttar Pradesh,Northern,UP
AR02763,New Trends,Corporate,HYDERABAD,Telangana,Southern,TS
AR02759,Vivish Technologies Private Limited,Reward,Bangalore,Karnataka,Southern,KA
AR02765,Suno Kitaab Private limited,Corporate,Delhi,Delhi,Northern,DL
AR00160,Gift Touch,Corporate,Ahmedabad,Gujarat,Western,GJ
AR02760,C Lall Company,Distributo,Jamshedpur,Jharkhand,Eastern,JH
AR02756,Regal Business Solutions,Corporate,Delhi,Delhi,Northern,DL
AR02771,Biss Enterprises,Corporate,Gurgaon,Haryana,Northern,HR
AR02772,BVM India,Corporate,Gurgaon,Haryana,Northern,HR
AR02770,Dynamic Beneficial Accord Marketing Pvt Ltd,Reward,Gurgaon,Haryana,Northern,HR
AR02775,Shalimar Sales Pvt Ltd,Distributo,Jalandhar,Punjab,Northern,PB
AR02769,Linkwise Tie-up Private Limited,Distributo,Kolkata,West Bengal,Eastern,WB
AR02748,Naima Enterprises,Distributo,Nawanshahar,Punjab,Northern,PB
AR02774,Mak Star War Enterprises,Distributo,Allahabad,Uttar Pradesh,Northern,UP
AR02773,Electrotherm India ltd,Corporate,Ahmedabad,Gujarat,Western,GJ
AR02776,Join Commerce Pvt Ltd,Corporate,Mumbai,Maharashtra,Western,MH
AR02767,Aggarwal's Group,Distributo,Hisar,Haryana,Northern,HR
AR02780,Gumber Enterprises,Distributo,Ludhiana,Punjab,Northern,PB
AR02791,SKV Solutions,Corporate,Delhi,Delhi,Northern,DL
AR01943,HEALTH HOME HAPPINESS,Corporate,Delhi,Delhi,Northern,DL
AR02777,AB AGENCIES,Distributo,Faridabad,Haryana,Northern,HR
AR02298,AK Trading Company,Distributo,Madurai,Tamil Nadu,Southern,TN
AR02788,The Creation World,Corporate,Bangalore,Karnataka,Southern,KA
AR02790,Tony Electronics,Distributo,Ahmedabad,Gujarat,Western,GJ
AR02787,C. Y. Infosystems,Distributo,Muzaffarpur,Bihar,Eastern,BR
AR02779,Savita Enterprises,Distributo,Ballia,Uttar Pradesh,Northern,UP
AR02797,Balaji Corporate Gifts,Corporate,Pune,Maharashtra,Western,MH
AR02796,August venture corporate Solution Pvt. Ltd,Corporate,Mumbai,Maharashtra,Western,MH
AR02778,Manish Trading Company,Distributo,Rewari,Haryana,Northern,HR
AR02786,Bandhan Dryfruits & Gift,Corporate,Mumbai,Maharashtra,Western,MH
AR02035,Altius India Marketing Solutions ,Corporate,Pune,Maharashtra,Western,MH
AR02803,Cadeau & Co,Corporate,Gurgaon,Haryana,Northern,HR
AR02799,Jain Electronics,Distributo,Malda,West Bengal,Eastern,WB
AR01887,A2V Marketing ,Corporate,Delhi,Delhi,Northern,DL
AR02108,Cell Point India Pvt. Ltd.,Distributo,Visakhapatnam,Andhra Pradesh,Southern,AP
AR02793,A A Enterprises,Distributo,Faridabad,Haryana,Northern,HR
AR02781,Super Sales,Distributo,Bhilwara,Rajasthan,Northern,RJ
AR02806,Anupshree Mobile Hut,Distributo,Kolkata,West Bengal,Eastern,WB
AR00061,Belief and Beyond Marketing Pvt. Ltd.,Corporate,Mumbai,Maharashtra,Western,MH
AR00012,Aashirwad Gifts,Corporate,Gurgaon,Haryana,Northern,HR
AR02810,N.S. TELECOM,Corporate,Delhi,Delhi,Northern,DL
AR00535,Instant Procurement Services Pvt Ltd,Corporate,Delhi,Delhi,Northern,DL
AR02811,TVC ELECTRONICS AND FURNITURES,Distributo,Cuddalore,Tamil Nadu,Southern,TN
AR02812,Shri Sai Traders,Corporate,Mumbai,Maharashtra,Western,MH
AR01952,NETCOM COMPUTERS,Distributo,Indore,Madhya Pradesh,Central,MP
AR01692,Distinct Peripherals & Smart Solutions P.L,Distributo,Hyderabad,Telangana,Southern,TS
AR02452,R S COMPUTERS,Distributo,secunderabad,Telangana,Southern,TS
AR02784,RANU INFOTECH,Distributo,Raiganj,West Bengal,Eastern,WB
AR02100,Sai Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR02792,Liefern Platze,Corporate,Delhi,Delhi,Northern,DL
AR02798,Elentrix Mex Tech,Corporate,dehradun,Uttarakhand,Northern,UK
HR008-CASH,Cash Retails,Other,Gurgaon,Haryana,Northern,HR
UP005-CASH,Cash Retails,Other,noida,Uttar Pradesh,Northern,UP
UP014-CASH,Cash Retails,Other,Ghaziabad,Uttar Pradesh,Northern,UP
UP015-CASH,Cash Retails,Other,GHAZIABAD,Uttar Pradesh,Northern,UP
DL002-CASH,Cash Retails,Other,Delhi,Delhi,Northern,DL
CH013-CASH,Cash Retails,Other,CHANDIGARH,Chandigarh,Northern,CH
AR01388,N S Electrical,Other,Noida,Uttar Pradesh,Northern,UP
AR00688,M/S Paradise Computers,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02491,PUNIA TRAVELEAZE PRIVATE LIMITED,Other,Delhi,Delhi,Northern,DL
AR02514,KISAAN TECHNO FORGE PVT. LTD.,Other,Sikandrabad,Uttar Pradesh,Northern,UP
AR02550,KURUMA SERVICES PVT LTD,Other,Delhi,Delhi,Northern,DL
AR02658,Orchid Blue Enhance Clinic,Other,Gurgaon,Haryana,Northern,HR
DL004-CASH,Cash Retails,Other,Delhi,Delhi,Northern,DL
PB011-CASH,Cash Retails,Other,Ludhiana,Punjab,Northern,PB
PB012-CASH,Cash Retails,Other,Ludhiana,Punjab,Northern,PB
PB016-CASH,Cash Retails,Other,Amritsar,Punjab,Northern,PB
UT015-CASH,Cash Retails,Other,Dehradun,Uttarakhand,Northern,UK
UP006-CASH,Cash Retails,Other,Kanpur,Uttar Pradesh,Northern,UP
DL005-CASH,Cash Retails,Other,Delhi,Delhi,Northern,DL
AR02727,Praveen kr Singhal & Co,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02121,SARA SYNERGY,Other,Delhi,Delhi,Northern,DL
AR02586,Madhav Agrawal,Other,Dehradun,Uttarakhand,Northern,UK
AR02714,Shakti Electronics & Communication,Distributo,Ghaziabad,Uttar Pradesh,Northern,UP
AR00228,M/s Book World,Distributo,Ghaziabad,Uttar Pradesh,Northern,UP
AR02731,Aman Electronics,Distributo,Ghaziabad,Uttar Pradesh,Northern,UP
AR02338,Agarwal Traders,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02125,Guru kirpa Traders,Other,Ludhiana,Punjab,Northern,PB
AR02386,A S System,Other,Delhi,Delhi,Northern,DL
AR02744,World Trans Logistics,Other,Delhi,Delhi,Northern,DL
AR02241,Next Gen Achievers,Other,Noida,Uttar Pradesh,Northern,UP
AR02747,New Concepts,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02751,Mobile Arena,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02762,Verity Management Software Pvt Ltd,Other,Jaipur,Rajasthan,Northern,RJ
AR02764,Digital 7 Media,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02768,Shri Baba Enterprises,Other,Delhi,Delhi,Northern,DL
AR02782,Risingbell Digitech Private Limited,Other,Delhi,Delhi,Northern,DL
AR02789,ANCHIT JAIN & ASSOCIATES,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02802,Premium Lifestyle and Fashion India Pvt Ltd,Other,Ludhiana,Punjab,Northern,PB
AR02800,Paliwal Hosiery,Other,Delhi,Delhi,Northern,DL
AR02804,Rasik Infracon Pvt. Ltd.,Other,Dehradun,Uttarakhand,Northern,UK
AR02805,India Travels,Other,Dehradun,Uttarakhand,Northern,UK
AR02807,CBL enterprses,Other,Noida,Uttar Pradesh,Northern,UP
AR02808,Raghbir Singh and Sons,Other,Delhi,Delhi,Northern,DL
AR02814,DAKSH ENTERPRISES,Other,Delhi,Delhi,Northern,DL
AR01918,NEXUS INNOVATIVE SOLUTIONS PRIVATE LIMITED,Corporate,Gurgaon,Haryana,Northern,HR
AR01322,Leather Talks,Corporate,Kolkata,West Bengal,Eastern,WB
AR01719,Parashava Agencies,Distributo,Secunderabad,Telangana,Southern,TS
AR02065,LOKENATH MOBILE,Distributo,Ramganga,West Bengal,Eastern,WB
AR02242,SANGEETHA MOBILES PVT LTD,Distributo,Bangalore,Karnataka,Southern,KA
AR00775,SainiK Pen And Plastics Ind,Corporate,Delhi,Delhi,Northern,DL
AR01945,MOBILE PLAZA,Distributo,Agartala,Tripura,Northeastern,TR
AR01737,Buddy Retail Pvt Ltd,LFR,Delhi,Delhi,Northern,DL
AR02818,Veera Stationery Gifts And Communication,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02822,JNS INSULATION,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR01663,Saru Enterprises,Corporate,Mumbai,Maharashtra,Western,MH
AR02813,GADGET CARE,Other,Noida,Uttar Pradesh,Northern,UP
AR02817,Rapportech Solutions Private Limited,Distributo,Gaya,Bihar,Eastern,BR
AR02823,Swastik Communication,Distributo,Sri Ganganagar,Rajasthan,Northern,RJ
AR01629,Kallisto Impact,Corporate,Mumbai,Maharashtra,Western,MH
AR00640,BARCOS HOSPITALITY INDIA PVT LTD.,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR02824,Printuniverse,Corporate,Delhi,Delhi,Northern,DL
AR02825,Sun Pharmaceutical Industries Ltd.,Corporate,Thane,Maharashtra,Western,MH
AR00191,INDCHEMIE HEALTH SPECIALITIES PVT LTD,Corporate,Mumbai,Maharashtra,Western,MH
AR01810,Lakee E Shopping India Pvt Ltd,Reward,Chennai,Tamil Nadu,Southern,TN
AR00596,Liefern Platze,Corporate,Gurgaon,Haryana,Northern,HR
AR02826,Happy Ventures Pvt Ltd,Corporate,Mumbai,Maharashtra,Western,MH
AR02828,SIMPLI ASSIST,Corporate,Delhi,Delhi,Northern,DL
AR02801,Om Infocom,Distributo,Patan,Gujarat,Western,GJ
AR00793,Gifts Mandi Enterprises,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02816,MAYUR INDUSTRIES,Distributo,Jalgaon,Maharashtra,Western,MH
AR00038,Apollo Munich Health Insurance Co Ltd.,Corporate,Gurgaon,Haryana,Northern,HR
AR02832,Chirag Enterprises,Distributo,Hissar,Haryana,Northern,HR
AR00611,Creative Smart Gift,Corporate,Delhi,Delhi,Northern,DL
AR02829,Vincere Solutions,Distributo,KOCHI,Kerala,Southern,KL
AR02837,EXCELLENT GIFTING,Corporate,Delhi,Delhi,Northern,DL
AR02830,S D Associates,Distributo,Varanasi,Uttar Pradesh,Northern,UP
AR02783,Sudarshan mobile accessories,Distributo,Mumbai,Maharashtra,Western,MH
AR02841,HM PRODUCTION,Other,Ambala,Haryana,Northern,HR
AR02838,Vedant Earthmovers,Corporate,Jamshedpur,Jharkhand,Eastern,JH
AR00259,Metropol Corporate Solutions,Corporate,Mumbai,Maharashtra,Western,MH
AR02840,GEETANJALI SALON,Other,Gurgaon,Haryana,Northern,HR
AR02835,Bhagawati Marketing,Distributo,Bhubaneswar,Odisha,Eastern,OD
AR02844,INFOVIZ TECHNOLOGIES PRIVATE LIMITED,Distributo,Hyderabad,Telangana,Southern,TS
AR02842,PRIYADARSHINI CELL UNIVERSE,Distributo,Chennai,Tamil Nadu,Southern,TN
AR02831,Aditya Peripherals Pvt Ltd,Distributo,Pune,Maharashtra,Western,MH
AR02833,Agrawal Marketing,Distributo,Jaipur,Rajasthan,Northern,RJ
AR02845,Papai Mobile,Distributo,Kolkata,West Bengal,Eastern,WB
AR02836,Shaurya & Company,Corporate,Patna,Bihar,Eastern,BR
AR02849,Saraswati Gas Service,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR00891,Panasonics India Private Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR02852,Krown & Kings Pharmaceuticals,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02856,Hind Agro Exports India Private Limite,Other,Delhi,Delhi,Northern,DL
AR02851,Citius Care,Corporate,Kolkata,West Bengal,Eastern,WB
AR02855,Growthpond Technology Private Limited,Online B2C,Bangalore,Karnataka,Southern,KA
AR02857,Steel House,Corporate,Bangalore,Karnataka,Southern,KA
AR02847,A V Enterprises,Distributo,Siliguri,West Bengal,Eastern,WB
AR02850,I Pro Cellular,Distributo,Nellore,Andhra Pradesh,Southern,AP
AR02446,SK RETAIL VENTURES,Corporate,Bhatinda,Punjab,Northern,PB
AR02809,STARNET COMPUTER & SOLUTIONS,Distributo,Guwahati,Assam,Northeastern,AS
AR02859,Pavlin Inc,Corporate,Bangalore,Karnataka,Southern,KA
AR01372,Interiors Inc,Other,Noida,Uttar Pradesh,Northern,UP
AR02853,Saluja Sales,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02820,SAI JI TELECOM,Distributo,Mohali,Punjab,Northern,PB
AR02860,K C Watch Co.,Distributo,Anantnag,Jammu and Kashmir,Northern,JK
AR02827,KAMAKHYA ENTERPRISE,Distributo,Jorethang,Sikkim,Northeastern,SK
AR02848,Brothers's Mobiles,Distributo,CHENNAI,Tamil Nadu,Southern,TN
AR02865,KPMC and Associates,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02867,Crazy Engineers,Corporate,Gurgaon,Haryana,Northern,HR
AR02866,Ess Kay Beauty Resources Pvt. Ltd.,Reward,Gurgaon,Haryana,Northern,HR
AR02864,Munna Electronics,Distributo,Gumla,Jharkhand,Eastern,JH
AR02862,Handset Hub,Distributo,Baruipur,West Bengal,Eastern,WB
AR01656,Myntra Jabong India Pvt Ltd,Online B2B,Gurgaon,Haryana,Northern,HR
AR02871,FSN Brands Marketing Private Limited,Other,Delhi,Delhi,Northern,DL
AR02870,Baveja Trading Co.,Other,Delhi,Delhi,Northern,DL
AR02872,Vaishno Mobile,Distributo,Karnal,Haryana,Northern,HR
AR02858,Carlton One Engagement India Pvt Ltd,Reward,Chennai,Tamil Nadu,Southern,TN
AR02876,Preston Marketing,Distributo,Ahmedabad,Gujarat,Western,GJ
AR02878,Promotional Wears,Corporate,Delhi,Delhi,Northern,DL
AR02875,Hotel Mongas,Other,Dalhousie,Himachal Pradesh,Northern,HP
AR02869,Shivalik Enterprises,Distributo,Haldwani,Uttarakhand,Northern,UK
AR02880,Mechocean Machines India Private Limited,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02882,Fast Transport,Other,Mumbai,Maharashtra,Western,MH
AR02861,Jayshree Mobiles Point,Distributo,Belagavi,Karnataka,Southern,KA
AR02881,Country Roads Entertainment Pvt Ltd ,Corporate,Delhi,Delhi,Northern,DL
AR02884,GVwala Tech,Corporate,Thane,Maharashtra,Western,MH
AR02532,Aspire Knowledge and Skills India Pvt Ltd,Corporate,Pune,Maharashtra,Western,MH
AR02888,NaazWorks Enterprises,Corporate,Noida,Uttar Pradesh,Northern,UP
AR02873,Electro Bhutan,Other,Other,Other,Other,
